Date,Site,Set Number,Fish_Number,Species,Total_Length (mm),Length_Precision,Whole specimen,Photo #,Comments
10-Sep-19,CAB,2,34,Cunner,69,1mm,,,
10-Sep-19,CAB,2,35,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,2,36,Fourspine Stickleback,43,1mm,,,
10-Sep-19,CAB,2,37,Threespine Stickleback,32,1mm,,,mort
10-Sep-19,CAB,2,38,Threespine Stickleback,51,1mm,,,
10-Sep-19,CAB,2,39,Threespine Stickleback,49,1mm,,,
10-Sep-19,CAB,2,40,Threespine Stickleback,47,1mm,,,
10-Sep-19,CAB,2,41,Threespine Stickleback,43,1mm,,,
10-Sep-19,CAB,2,42,Fourspine Stickleback,53,1mm,,,
10-Sep-19,CAB,2,43,Tomcod,71,1mm,,,
10-Sep-19,CAB,2,44,Threespine Stickleback,46,1mm,,,
10-Sep-19,CAB,2,45,Threespine Stickleback,32,1mm,,,
10-Sep-19,CAB,2,46,Fourspine Stickleback,62,1mm,,,
10-Sep-19,CAB,2,47,Threespine Stickleback,51,1mm,,,
10-Sep-19,CAB,2,48,Threespine Stickleback,33,1mm,,,
10-Sep-19,CAB,2,49,Fourspine Stickleback,31,1mm,,,
10-Sep-19,CAB,2,50,Threespine Stickleback,31,1mm,,,
10-Sep-19,CAB,2,51,Fourspine Stickleback,32,1mm,,,
10-Sep-19,CAB,2,52,Fourspine Stickleback,25,1mm,,,
10-Sep-19,CAB,2,53,Fourspine Stickleback,49,1mm,,,
10-Sep-19,CAB,2,54,Threespine Stickleback,57,1mm,,,
10-Sep-19,CAB,2,55,Fourspine Stickleback,31,1mm,,,
10-Sep-19,CAB,2,56,Threespine Stickleback,35,1mm,,,
26-Sep-19,FRK,1,1,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,2,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,3,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,4,Sandlance,101,1mm,,,
26-Sep-19,FRK,1,5,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,6,Sandlance,92,1mm,,,
26-Sep-19,FRK,1,7,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,8,Sandlance,103,1mm,,,
26-Sep-19,FRK,1,9,Cunner,31,1mm,,"376,377",Small cunner
26-Sep-19,FRK,1,10,Sandlance,100,1mm,,,
26-Sep-19,FRK,1,11,Sandlance,101,1mm,,,
26-Sep-19,FRK,1,12,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,13,Sandlance,103,1mm,,,
26-Sep-19,FRK,1,14,Sandlance,89,1mm,,,
26-Sep-19,FRK,1,15,Sandlance,106,1mm,,,
26-Sep-19,FRK,1,16,Sandlance,101,1mm,,,
26-Sep-19,FRK,1,17,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,18,Sandlance,98,1mm,,,
26-Sep-19,FRK,1,19,Sandlance,97,1mm,,,
26-Sep-19,FRK,1,20,Sandlance,93,1mm,,,
26-Sep-19,FRK,1,21,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,22,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,23,Sandlance,111,1mm,,,
26-Sep-19,FRK,1,24,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,25,Sandlance,115,1mm,,,
26-Sep-19,FRK,1,26,Sandlance,97,1mm,,,
26-Sep-19,FRK,1,27,Sandlance,100,1mm,,,
26-Sep-19,FRK,1,28,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,29,Sandlance,98,1mm,,,
26-Sep-19,FRK,1,30,Sandlance,100,1mm,,,
26-Sep-19,FRK,1,31,Sandlance,103,1mm,,,
26-Sep-19,FRK,1,32,Cunner,32,1mm,,,
26-Sep-19,FRK,1,33,Sandlance,101,1mm,,,
26-Sep-19,FRK,1,34,Sandlance,103,1mm,,,
26-Sep-19,FRK,1,35,Sandlance,102,1mm,,,
26-Sep-19,FRK,1,36,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,37,Sandlance,101,1mm,,,
26-Sep-19,FRK,1,38,Sandlance,97,1mm,,,
26-Sep-19,FRK,1,39,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,40,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,41,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,42,Sandlance,92,1mm,,,
26-Sep-19,FRK,1,43,Sandlance,89,1mm,,,
26-Sep-19,FRK,1,44,Sandlance,92,1mm,,,
26-Sep-19,FRK,1,45,Sandlance,104,1mm,,,
26-Sep-19,FRK,1,46,Sandlance,100,1mm,,,
26-Sep-19,FRK,1,47,Sandlance,99,1mm,,,
26-Sep-19,FRK,1,48,Sandlance,98,1mm,,,
26-Sep-19,FRK,1,49,Sandlance,95,1mm,,,
26-Sep-19,FRK,1,50,Sandlance,92,1mm,,,
26-Sep-19,FRK,1,51,Sandlance,94,1mm,,,
26-Sep-19,FRK,1,52,Sandlance,98,1mm,,,
26-Sep-19,FRK,1,53,Sandlance,95,1mm,,,
26-Sep-19,FRK,1,54,Sandlance,105,1mm,,,
26-Sep-19,FRK,1,55,Sandlance,85,1mm,,,
26-Sep-19,FRK,1,56,Pipefish,75,1mm,,,Baby pipefish
26-Sep-19,FRK,1,57,Rock Gunnel,102,1mm,,,
26-Sep-19,FRK,2,1,Rock Gunnel,94,1mm,,,
26-Sep-19,FRK,2,2,Cunner,84,1mm,,,
26-Sep-19,FRK,2,3,Cunner,83,1mm,,,
26-Sep-19,FRK,2,4,Sculpin,131,1mm,,378-379,
26-Sep-19,FRK,2,5,Cunner,96,1mm,,,
26-Sep-19,FRK,2,6,Sandlance,145,1mm,,,
26-Sep-19,FRK,2,7,Pipefish,183,1mm,,,
26-Sep-19,FRK,2,8,Cunner,42,1mm,,,
26-Sep-19,FRK,2,9,Cunner,36,1mm,,,
26-Sep-19,FRK,2,10,Rock Gunnel,117,1mm,,,
26-Sep-19,FRK,2,11,Cunner,29,1mm,,,very small
26-Sep-19,FRK,2,12,Atlantic Silverside,72,1mm,,,Dead
26-Sep-19,FRK,2,13,Cunner,37,1mm,,,
26-Sep-19,FRK,2,14,Sculpin,39,1mm,,,Looks like same species as bigger one
26-Sep-19,FRK,2,15,Cunner,59,1mm,,,
26-Sep-19,FRK,2,16,Cunner,95,1mm,,P9260380.JPG,"Darker and different looking ""cunner"" - check photo"
26-Sep-19,FRK,2,17,Cunner,75,1mm,,,
26-Sep-19,FRK,2,18,Rock Gunnel,112,1mm,,,
